Request ID,Location Name,Landmark,Request Type,Request Status,Evaluation Status,Funding Status,Evaluation Rank,Evaluation Score,Ranking Month,Ranking Year,Primary St Block,Primary St Prefix Direction,Primary St,Cross St Block,Cross St Prefix,Cross St,Evaluation ID,Location,Request Note,Location Latitude,Location Longitude
REQ14-000080,SOUTHWEST PKWY / BELGRADE DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,143,25,DEC,2017,8200,,SOUTHWEST PKWY,5501,,BELGRADE DR,TVL17-003990,"(30.2576194, -97.8818182)",,30.2576194,-97.8818182
REQ14-000115,BURLESON RD / METROPOLIS DR,,TRAFFIC,STUDY,COMPLETED,None Identified,8,210,DEC,2014,6600,,BURLESON RD,6500,,METROPOLIS DR,TVL14-000995,"(30.2020307, -97.7102704)",,30.2020307,-97.7102704
REQ15-000500,ANDERSON MILL RD / RANDY RD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,16,100,MAY,2015,11100,,ANDERSON MILL RD,11204,,RANDY RD,TVL15-000610,"(30.4495903, -97.8162083)",,30.4495903,-97.8162083
REQ15-000500,ANDERSON MILL RD / RANDY RD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,71,100,DEC,2016,11100,,ANDERSON MILL RD,11204,,RANDY RD,TVL16-002540,"(30.4495903, -97.8162083)",,30.4495903,-97.8162083
17-002440,BARTON SKWY / BARTON SKWY,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,124,210,DEC,2017,2860,,BARTON SKWY,2861,,BARTON SKWY,PVL17-001855,"(30.261295, -97.78896)",,30.261295,-97.78896
17-002680,SLAUGHTER LN / ORCHARD RIDGE  (IDEA School),IDEA School,TRAFFIC,INELIGIBLE,COMPLETED,None Identified,,0,DEC,2017,1101,E,SLAUGHTER LN,0,,ORCHARD RIDGE,TVL17-003455,"(30.152897, -97.769063)","Received traffic signal requests after the PHB was put into service.  Since this location is outside of the Austin city limits, these requests were forwarded to Travis County.",30.152897,-97.769063
17-002695,10000 BLK WOLFTRAP DR,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,92,320,DEC,2017,10000,,WOLFTRAP DR,0,,,PVL17-001880,"(30.184733, -97.856195)",connection between Bowie HS and parking a Bethany Lutheran church,30.184733,-97.856195
17-002700,PARK BEND DR / RENFERT WAY,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,151,10,DEC,2017,2400,,PARK BEND DR,12100,,RENFERT WAY,TVL17-003460,"(30.4089, -97.706143)",,30.4089,-97.706143
REQ15-000585,DUVAL RD / WHISPERING VALLEY DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,48,130,DEC,2016,4400,,DUVAL RD,4400,,WHISPERING VALLEY DR,TVL16-003330,"(30.4125099, -97.7315926)",,30.4125099,-97.7315926
REQ16-002160,MANCHACA RD / SHILOH DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,61,378,DEC,2017,7826,,MANCHACA RD,2001,,SHILOH DR,PVL17-002350,"(30.1912073, -97.8129334)",,30.1912073,-97.8129334
17-002425,WILLIAM CANNON DR / ROCKRIDGE DR,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,5,495,DEC,2017,4401,E,WILLIAM CANNON DR,2522,,ROCKRIDGE DR,PVL17-001740,"(30.182987, -97.75351)",,30.182987,-97.75351
17-002430,DESSAU RD / DESSAU RD,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,8,240,DEC,2017,12030,,DESSAU RD,12000,,DESSAU RD,TVL17-003490,"(30.380566, -97.65293)",Entrances to Marquis @ Canyon Ridge & Bristol Heights Apts.,30.380566,-97.65293
17-002435,HOWARD LN / CANTARRA DR,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,97,80,DEC,2017,3200,E,HOWARD LN,13000,,CANTARRA DR,TVL17-003385,"(30.388278, -97.62032)",,30.388278,-97.62032
REQ15-000700,HART LN / NORTH HILLS DR,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,5,250,DEC,2015,7000,,HART LN,3701,,NORTH HILLS DR,TVL15-000485,"(30.3530175, -97.7580088)",Existing all way stop sufficient.,30.3530175,-97.7580088
REQ16-001755,1ST ST / THELMA DR (Bedichek Middle School),Bedichek Middle School,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,6809,S,1ST ST,411,,THELMA DR,PVL16-000905,"(30.1945152, -97.7894363)",,30.1945152,-97.7894363
REQ15-000505,MONTOPOLIS DR / TRADE CENTER DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,88,80,DEC,2016,3306,,MONTOPOLIS DR,5800,,TRADE CENTER DR,TVL16-002545,"(30.2082026, -97.714805)",,30.2082026,-97.714805
REQ15-000505,MONTOPOLIS DR / TRADE CENTER DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,20,80,MAY,2015,3306,,MONTOPOLIS DR,5800,,TRADE CENTER DR,TVL15-000605,"(30.2082026, -97.714805)",,30.2082026,-97.714805
REQ15-000505,MONTOPOLIS DR / TRADE CENTER DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,97,80,DEC,2017,3306,,MONTOPOLIS DR,5800,,TRADE CENTER DR,TVL17-003780,"(30.2082026, -97.714805)",,30.2082026,-97.714805
REQ15-000510,WEST GATE BLVD / BLARWOOD DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,86,81,DEC,2016,6016,,WEST GATE BLVD,6101,,BLARWOOD DR,TVL16-002550,"(30.2166413, -97.8116231)",,30.2166413,-97.8116231
REQ15-000775,LAKE AUSTIN BLVD / HEARN ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,21,105,DEC,2015,2500,,LAKE AUSTIN BLVD,500,,HEARN ST,TVL15-000335,"(30.278539, -97.773179)",,30.278539,-97.773179
REQ16-000810,WEBBERVILLE RD / TANNEHILL LN,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,16,113,MAY,2016,1918,,WEBBERVILLE RD,4414,,TANNEHILL LN,TVL16-000300,"(30.283966, -97.6716326)",,30.283966,-97.6716326
REQ14-000125,DESSAU RD / PEARL RETREAT LN,,TRAFFIC,UNDER EVALUATION,COMPLETED,Private,27,160,DEC,2016,12542,,DESSAU RD,1700,,PEARL RETREAT LN,TVL16-002325,"(30.392456, -97.645708)",,30.392456,-97.645708
REQ14-000130,MOPAC EXPY SVRD / DAVIS LN,,TRAFFIC,STUDY,COMPLETED,Private,2,315,DEC,2014,8100,S,MOPAC EXPY SVRD,5055,,DAVIS LN,TVL14-000980,"(30.207676, -97.86047)","$220,000 from  SP-98-0207C/ Western Oaks Apts",30.207676,-97.86047
REQ14-000135,CEDAR BEND DR / RENFERT WAY,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,7,222,DEC,2014,2400,,CEDAR BEND DR,12100,,RENFERT WAY,TVL14-000975,"(30.4127746, -97.7039699)",No criteria warranting a traffic signal were met.,30.4127746,-97.7039699
REQ15-000555,5TH ST / PEDERNALES ST,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,105,75,DEC,2017,2300,E,5TH ST,500,,PEDERNALES ST,TVL17-003755,"(30.2579418, -97.7150906)",,30.2579418,-97.7150906
17-002705,WESTLAKE DR / WESTLAKE DR,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,81,340,DEC,2017,4300,,WESTLAKE DR,4300,,WESTLAKE DR,PVL17-002395,"(30.336003, -97.808109)",The POC of these buildings is Richard Paddock (512-294-6297) of Hill Partners,30.336003,-97.808109
17-002710,BURLESON RD / BURLESON RD,,PHB,INELIGIBLE,COMPLETED,None Identified,,0,DEC,2017,2400,,BURLESON RD,2401,,BURLESON RD,PVL17-002390,"(30.229962, -97.735729)",Burleson is a 2 lane roadway and so not eligible for consideration for a PHB.  This location has been forwarded for consideration of a more appropriate alternative.,30.229962,-97.735729
17-002720,GROVER AVE / 49TH ST,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,159,0,DEC,2017,4900,,GROVER AVE,1001,W,49TH ST,TVL17-004205,"(30.318773, -97.736855)",,30.318773,-97.736855
17-002830,LAMAR BLVD / SAN GABRIEL ST,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,159,0,DEC,2017,2925,N,LAMAR BLVD,2900,,SAN GABRIEL ST,TVL17-004185,"(30.298788, -97.747163)",,30.298788,-97.747163
17-002840,1ST ST / ISLAND OAK DR,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,2,0,DEC,2018,9938,S,1ST ST,201,,ISLAND OAK DR,TVL17-004200,"(30.157443, -97.800298)",,30.157443,-97.800298
17-002870,GRACY FARMS LN / HOBBY HORSE CT,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,2,0,DEC,2018,2601,,GRACY FARMS LN,11900,,HOBBY HORSE CT,TVL17-004235,"(30.404909, -97.712216)",,30.404909,-97.712216
17-002875,5900 BLK N LAMAR BLVD (DPS office),DPS office,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,1,0,DEC,2018,5900,N,LAMAR BLVD,0,,,PVL17-002470,"(30.327892, -97.725147)",,30.327892,-97.725147
REQ14-000140,SAN ANTONIO ST / 12TH ST,,PHB,NOT RECOMMENDED,IN PROGRESS,None Identified,100,310,DEC,2017,1200,,SAN ANTONIO ST,500,W,12TH ST,PVL17-001815,"(30.2751044, -97.7452341)",No criteria warranting a signal were met.,30.2751044,-97.7452341
REQ14-000145,PLEASANT VALLEY RD / TERI RD,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,14,210,JUL,2014,5000,S,PLEASANT VALLEY RD,4504,,TERI RD,TVL14-000965,"(30.1969929, -97.7441788)",No criteria warranting a signal were met.,30.1969929,-97.7441788
REQ14-000155,38TH HALF ST / LAFAYETTE AVE,,TRAFFIC,CONSTRUCTION,COMPLETED,1/4 Cent,46,102,JUL,2014,1300,E,38TH HALF ST,3700,,LAFAYETTE AVE,TVL14-000795,"(30.293259, -97.7164239)",Originally evaluated as a traffic signal but a PHB is recommended. instead.,30.293259,-97.7164239
REQ15-000235,SOUTHWEST PKWY / TERRAVISTA DR,,TRAFFIC,RECOMMENDED,COMPLETED,Private,5,250,DEC,2015,7800,,SOUTHWEST PKWY,6501,,TERRAVISTA DR,TVL15-000875,"(30.2566093, -97.8768238)","Partial funding of $84,500 posted from C14-2016-0020 & SP-2015-0571C",30.2566093,-97.8768238
REQ14-000255,OLTORF ST / WILSON ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,45,105,JUL,2014,300,W,OLTORF ST,2301,,WILSON ST,TVL14-000855,"(30.2408424, -97.7569603)",,30.2408424,-97.7569603
REQ14-000255,OLTORF ST / WILSON ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,68,105,DEC,2016,300,W,OLTORF ST,2301,,WILSON ST,TVL16-002370,"(30.2408424, -97.7569603)",,30.2408424,-97.7569603
REQ14-000465,DESSAU RD / DESSAU RD,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,5,290,JUL,2014,12100,,DESSAU RD,12030,,DESSAU RD,TVL14-000645,"(30.38215, -97.65145)",Recommend closing the median to remove the conflicting movements.,30.38215,-97.65145
REQ14-000480,CAPITAL OF TEXAS HWY / WAYMAKER WAY,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,11,220,JUL,2014,2900,N,CAPITAL OF TEXAS HWY,2814,,WAYMAKER WAY,TVL14-000630,"(30.3275962, -97.8109535)",TxDOT is conducting a corridor study for the Capital of Texas Highway.  Requests for a signal at this location have been passed along to TxDOT.,30.3275962,-97.8109535
REQ14-000490,MONTOPOLIS DR / MARIGOLD TER,,PHB,DESIGN,COMPLETED,1/4 Cent,26,471,JUL,2014,1312,,MONTOPOLIS DR,6020,,MARIGOLD TER,PVL14-000280,"(30.2300634, -97.7001991)",,30.2300634,-97.7001991
REQ15-000500,ANDERSON MILL RD / RANDY RD,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,71,100,DEC,2017,11100,,ANDERSON MILL RD,11204,,RANDY RD,TVL17-003785,"(30.4495903, -97.8162083)",,30.4495903,-97.8162083
REQ15-000520,MORROW ST / WOODROW AVE,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,12,168,MAY,2015,1500,,MORROW ST,7600,,WOODROW AVE,TVL15-000590,"(30.3475672, -97.7237589)",,30.3475672,-97.7237589
REQ15-000520,MORROW ST / WOODROW AVE,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,29,168,DEC,2017,1500,,MORROW ST,7600,,WOODROW AVE,TVL17-003770,"(30.3475672, -97.7237589)",,30.3475672,-97.7237589
REQ15-000560,WILLIAM CANNON DR / CANNONLEAGUE DR,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,5,278,MAY,2015,1900,W,WILLIAM CANNON DR,6901,,CANNONLEAGUE DR,TVL15-000550,"(30.2022953, -97.8043594)",Re-stripe Cannonleague  to separate right-turning traffic to allow this movement to occur move more freely.,30.2022953,-97.8043594
REQ15-000660,MANCHACA RD / SHILOH DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,70,103,DEC,2017,7826,,MANCHACA RD,2001,,SHILOH DR,TVL17-003720,"(30.1912073, -97.8129334)",,30.1912073,-97.8129334
REQ15-000665,ROBERT E LEE RD / RABB RD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,98,65,DEC,2016,1300,,ROBERT E LEE RD,1401,,RABB RD,TVL16-002635,"(30.2580434, -97.7727899)",,30.2580434,-97.7727899
REQ15-000665,ROBERT E LEE RD / RABB RD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,27,65,DEC,2015,1300,,ROBERT E LEE RD,1401,,RABB RD,TVL15-000370,"(30.2580434, -97.7727899)",,30.2580434,-97.7727899
REQ15-000705,3301 BLK W SLAUGHTER LN,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,4,270,DEC,2015,3301,W,SLAUGHTER LN,0,,,TVL15-000480,"(30.1825074, -97.8484759)",Traffic Eng. recommends closing median.,30.1825074,-97.8484759
REQ16-000820,WILLIAM CANNON DR / RUNNING WATER DR,,TRAFFIC,RECOMMENDED,COMPLETED,None Identified,9,200,MAY,2016,6400,E,WILLIAM CANNON DR,7201,,RUNNING WATER DR,TVL16-000290,"(30.166733, -97.7366938)",,30.166733,-97.7366938
REQ16-000825,SPRINGDALE RD / GOVALLE AVE,,TRAFFIC,STUDY,COMPLETED,None Identified,8,214,DEC,2016,960,,SPRINGDALE RD,3700,,GOVALLE AVE,TVL16-003280,"(30.2640204, -97.6965428)",,30.2640204,-97.6965428
REQ16-000840,RIVERSIDE DR / CORIANDER DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,51,123,DEC,2016,7301,E,RIVERSIDE DR,1701,,CORIANDER DR,TVL16-003265,"(30.220241, -97.6934937)",,30.220241,-97.6934937
REQ16-000840,RIVERSIDE DR / CORIANDER DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,15,124,MAY,2016,7301,E,RIVERSIDE DR,1701,,CORIANDER DR,TVL16-000270,"(30.220241, -97.6934937)",,30.220241,-97.6934937
REQ16-000840,RIVERSIDE DR / CORIANDER DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,39,154,DEC,2017,7301,E,RIVERSIDE DR,1701,,CORIANDER DR,TVL17-003590,"(30.220241, -97.6934937)",,30.220241,-97.6934937
REQ16-001000,OHLEN RD / PUTNAM DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,130,0,DEC,2016,1780,,OHLEN RD,8500,,PUTNAM DR,TVL16-000110,"(30.3619377, -97.7213466)",,30.3619377,-97.7213466
REQ16-001000,OHLEN RD / PUTNAM DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,154,5,DEC,2017,1780,,OHLEN RD,8500,,PUTNAM DR,TVL17-004090,"(30.3619377, -97.7213466)",,30.3619377,-97.7213466
REQ14-000070,AVERY RANCH BLVD / QUARRY OAKS TRL,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,71,100,DEC,2016,14000,,AVERY RANCH BLVD,10700,,QUARRY OAKS TRL,TVL16-002285,"(30.4957876, -97.7842796)",,30.4957876,-97.7842796
REQ14-000250,MANOR RD / WALNUT AVE,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,33,142,JUL,2014,2600,,MANOR RD,3100,,WALNUT AVE,TVL14-000860,"(30.2850712, -97.7141833)",,30.2850712,-97.7141833
REQ14-000250,MANOR RD / WALNUT AVE,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,94,81,DEC,2017,2600,,MANOR RD,3100,,WALNUT AVE,TVL17-003535,"(30.2850712, -97.7141833)",,30.2850712,-97.7141833
REQ16-001645,LAMAR BLVD / 31ST ST,,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,3006,N,LAMAR BLVD,907,W,31ST ST,PVL16-000795,"(30.3004322, -97.7461166)",,30.3004322,-97.7461166
REQ16-001650,MANCHACA RD / PRATHER LN (Ann Richard's School),Ann Richard's School,TRAFFIC,TURNED_ON,IN PROGRESS,Funded,140,30,DEC,2017,3728,,MANCHACA RD,2001,,PRATHER LN,TVL17-003410,"(30.2339172, -97.7857132)",,30.2339172,-97.7857132
REQ16-001650,MANCHACA RD / PRATHER LN (Ann Richard's School),Ann Richard's School,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,3728,,MANCHACA RD,2001,,PRATHER LN,PVL16-000800,"(30.2339172, -97.7857132)",,30.2339172,-97.7857132
REQ16-001655,2400 BLK S 1ST ST (Austin Health and Human Services),Austin Health and Human Services,PHB,TURNED_ON,COMPLETED,,12,0,,,2400,S,1ST ST,0,,,PVL16-000805,"(30.2397861, -97.7610931)",,30.2397861,-97.7610931
REQ16-001660,706 BLK E 8TH ST (APD),APD,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,706,E,8TH ST,0,,,PVL16-000810,"(30.2680264, -97.73526)",,30.2680264,-97.73526
REQ16-001670,2500 BLK LAKE AUSTIN BLVD (Hearn / UT Graduate Student Housing),Hearn / UT Graduate Student Housing,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,2500,,LAKE AUSTIN BLVD,0,,,PVL16-000820,"(30.279402, -97.774177)",,30.279402,-97.774177
REQ16-001675,3600 BLK LAKE AUSTIN BLVD (Hula Hut),Hula Hut,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,3600,,LAKE AUSTIN BLVD,0,,,PVL16-000825,"(30.295114, -97.783738)",,30.295114,-97.783738
REQ16-001680,GROVE BLVD / FAIRWAY ST (Ruiz Library),Ruiz Library,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,1600,,GROVE BLVD,5900,,FAIRWAY ST,PVL16-000830,"(30.230108, -97.706307)",,30.230108,-97.706307
REQ16-001685,200 BLK E 45TH ST (Shipe Park),Shipe Park,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,200,E,45TH ST,0,,,PVL16-000835,"(30.3079109, -97.7268906)",,30.3079109,-97.7268906
REQ14-000025,8400 BLK N FM 620 RD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,14,160,DEC,2014,8400,N,FM 620 RD,0,,,TVL14-001085,"(30.42473, -97.844064)",,30.42473,-97.844064
REQ16-001695,8305 BLK CROSS PARK DR (Travis County Appraisal District (TCAD)),Travis County Appraisal District (TCAD),PHB,TURNED_ON,COMPLETED,Funded,12,0,,,8305,,CROSS PARK DR,0,,,PVL16-000845,"(30.3357239, -97.6709976)",,30.3357239,-97.6709976
REQ16-001705,CONGRESS AVE / LELAND ST (St. Edwards),St. Edwards,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,2000,S,CONGRESS AVE,100,,LELAND ST,PVL16-000855,"(30.243446, -97.751915)",,30.243446,-97.751915
REQ16-001710,7TH ST / CALLES ST,,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,2500,E,7TH ST,700,,CALLES ST,PVL16-000860,"(30.2605953, -97.7115097)",,30.2605953,-97.7115097
REQ16-001750,CONGRESS AVE / COLEMAN ST,,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,3100,S,CONGRESS AVE,101,,COLEMAN ST,PVL16-000900,"(30.2311382, -97.7592926)",,30.2311382,-97.7592926
REQ16-001760,CAMERON RD / CORONA DR,,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,5500,,CAMERON RD,1200,,CORONA DR,PVL16-000910,"(30.313036, -97.7050323)",,30.313036,-97.7050323
REQ14-000120,BERKMAN DR / SUFFOLK DR,,TRAFFIC,STUDY,COMPLETED,1/4 Cent,59,110,DEC,2016,5400,,BERKMAN DR,1500,,SUFFOLK DR,TVL16-003215,"(30.3077316, -97.6964722)",Part of a 1/4 Cent Study for this area.,30.3077316,-97.6964722
REQ14-000160,LOYOLA LN / SANDSHOF DR,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,12,217,JUL,2014,6506,,LOYOLA LN,6700,,SANDSHOF DR,TVL14-000950,"(30.2990208, -97.64558941)",,30.2990208,-97.64558941
REQ14-000205,ED BLUESTEIN BLVD / HUDSON ST,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,37,130,JUL,2014,3400,,ED BLUESTEIN BLVD,6506,,HUDSON ST,TVL14-000905,"(30.2689959, -97.6699505)",TxDOT is studying Ed Bluestein and will recommend improvements.,30.2689959,-97.6699505
REQ14-000210,1ST ST / PRINCE VALIANT DR,,TRAFFIC,NOT RECOMMENDED,COMPLETED,1/4 Cent,62,31,JUL,2014,7004,S,1ST ST,601,,PRINCE VALIANT DR,TVL14-000725,"(30.1920317, -97.7904088)",Does not meet signal warrants.,30.1920317,-97.7904088
REQ14-000220,RIVERSIDE DR / FRONTIER VALLEY DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,34,141,JUL,2014,6700,E,RIVERSIDE DR,1801,,FRONTIER VALLEY DR,TVL14-000890,"(30.2226181, -97.6978095)",,30.2226181,-97.6978095
REQ16-002215,24TH ST / WINDSOR RD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,13,180,DEC,2016,1500,W,24TH ST,2310,,WINDSOR RD,TVL16-000030,"(30.289, -97.756)",,30.289,-97.756
REQ14-000075,ANDERSON LN / ANDERSON SQ,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,23,168,DEC,2016,1200,W,ANDERSON LN,7900,,ANDERSON SQ,TVL16-003300,"(30.3497063, -97.7173046)",,30.3497063,-97.7173046
REQ14-000410,THAXTON RD / RUNNING WATER DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,64,12,JUL,2014,8000,,THAXTON RD,8013,,RUNNING WATER DR,TVL14-000700,"(30.1576252, -97.74201495)",,30.1576252,-97.74201495
REQ15-000425,ANDERSON MILL RD / SWAN DR,,TRAFFIC,NOT RECOMMENDED,COMPLETED,1/4 Cent,20,120,DEC,2015,10107,,ANDERSON MILL RD,11900,,SWAN DR,TVL15-000490,"(30.4471455, -97.8012695)",No criteria warranting a signal were met.,30.4471455,-97.8012695
REQ16-000440,400 BLK S CONGRESS AVE (South of Riverside Dr),South of Riverside Dr,PHB,TURNED_ON,COMPLETED,1/4 Cent,11,544,JUL,2014,400,S,CONGRESS AVE,0,,,PVL16-000120,"(30.256085, -97.747292)",,30.256085,-97.747292
REQ15-000460,5TH ST / WEST LYNN ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,11,172,MAY,2015,1600,W,5TH ST,500,,WEST LYNN ST,TVL15-000650,"(30.2737122, -97.76332593)",,30.2737122,-97.76332593
REQ15-000460,5TH ST / WEST LYNN ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,33,152,DEC,2016,1600,W,5TH ST,500,,WEST LYNN ST,TVL16-002535,"(30.2737122, -97.76332593)",,30.2737122,-97.76332593
REQ16-000855,MANCHACA RD / REDWATER DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,126,55,DEC,2017,10000,,MANCHACA RD,1801,,REDWATER DR,TVL17-003670,"(30.1680241, -97.82621)",,30.1680241,-97.82621
REQ14-000225,FM 969 RD / NIXON LN,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,35,140,JUL,2014,7600,,FM 969 RD,4100,,NIXON LN,TVL14-000885,"(30.2799196, -97.6455229)",,30.2799196,-97.6455229
REQ16-000945,8TH ST / WEST AVE,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,25,55,MAY,2016,700,W,8TH ST,800,,WEST AVE,TVL16-000165,"(30.272101, -97.7499129)",,30.272101,-97.7499129
REQ16-000945,8TH ST / WEST AVE,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,126,55,DEC,2017,700,W,8TH ST,800,,WEST AVE,TVL17-003635,"(30.272101, -97.7499129)",,30.272101,-97.7499129
REQ16-000950,9TH ST / WEST AVE,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,71,100,DEC,2016,800,W,9TH ST,900,,WEST AVE,TVL16-003295,"(30.27305, -97.7495429)",,30.27305,-97.7495429
REQ16-000950,9TH ST / WEST AVE,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,23,70,MAY,2016,800,W,9TH ST,900,,WEST AVE,TVL16-000160,"(30.27305, -97.7495429)",,30.27305,-97.7495429
REQ16-000950,9TH ST / WEST AVE,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,110,70,DEC,2017,800,W,9TH ST,900,,WEST AVE,TVL17-003565,"(30.27305, -97.7495429)",,30.27305,-97.7495429
REQ16-000955,DESSAU RD / CHILDRESS DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,16,190,DEC,2017,9900,,DESSAU RD,9800,,CHILDRESS DR,TVL17-004120,"(30.356739, -97.6721573)",,30.356739,-97.6721573
REQ16-000955,DESSAU RD / CHILDRESS DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,27,160,DEC,2016,9900,,DESSAU RD,9800,,CHILDRESS DR,TVL16-000155,"(30.356739, -97.6721573)",,30.356739,-97.6721573
REQ16-002040,JOLLYVILLE RD / COLUMBIA OAKS DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,21,425,DEC,2017,11947,,JOLLYVILLE RD,11806,,COLUMBIA OAKS DR,PVL17-002050,"(30.425885, -97.7580216)",,30.425885,-97.7580216
REQ15-000665,ROBERT E LEE RD / RABB RD,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,116,65,DEC,2017,1300,,ROBERT E LEE RD,1401,,RABB RD,TVL17-003715,"(30.2580434, -97.7727899)",,30.2580434,-97.7727899
REQ15-000670,MANCHACA RD / CIMARRON TRL,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,85,82,DEC,2016,4500,,MANCHACA RD,2001,,CIMARRON TRL,TVL16-003305,"(30.2270336, -97.79016423)",,30.2270336,-97.79016423
REQ15-000670,MANCHACA RD / CIMARRON TRL,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,24,81,DEC,2015,4500,,MANCHACA RD,2001,,CIMARRON TRL,TVL15-000365,"(30.2270336, -97.79016423)",,30.2270336,-97.79016423
REQ15-000675,400 BLK E HOWARD LN (Cape Horn Rd.),Cape Horn Rd.,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,13,180,DEC,2016,400,E,HOWARD LN,0,,,TVL16-003320,"(30.41334, -97.65302)",@ Cape Horn Rd.,30.41334,-97.65302
